supplier_id,supplier_name,branch_id,postcode,branch_notes,specialism_name
1,Jewson,8,N6 4JD,,Roofing
1,Jewson,8,N6 4JD,,Roofline
1,Jewson,8,N6 4JD,,Sealants
1,Jewson,8,N6 4JD,,Timber
1,Jewson,8,N6 4JD,,Wallboard
1,Jewson,8,N6 4JD,,Joinery - Flooring
1,Jewson,9,NW2 3DY,,Aggregates
1,Jewson,9,NW2 3DY,,Blocks
1,Jewson,9,NW2 3DY,,Bricks
1,Jewson,9,NW2 3DY,,Building Chemicals
1,Jewson,9,NW2 3DY,,Cement
1,Jewson,9,NW2 3DY,,Cladding
1,Jewson,9,NW2 3DY,,Concrete 
1,Jewson,9,NW2 3DY,,Doors
1,Jewson,9,NW2 3DY,,Drainage
1,Jewson,9,NW2 3DY,,Fencing
1,Jewson,9,NW2 3DY,,Fire Boards
1,Jewson,9,NW2 3DY,,Flag & Kerb
1,Jewson,9,NW2 3DY,,Foundation
1,Jewson,9,NW2 3DY,,Insulation
1,Jewson,9,NW2 3DY,,Landscaping
1,Jewson,9,NW2 3DY,,Lintels
1,Jewson,9,NW2 3DY,,Metal Stud
1,Jewson,9,NW2 3DY,,Metalwork
1,Jewson,9,NW2 3DY,,Panel Products
1,Jewson,9,NW2 3DY,,Paving
1,Jewson,9,NW2 3DY,,Plaster
1,Jewson,9,NW2 3DY,,Roofing
1,Jewson,9,NW2 3DY,,Roofline
1,Jewson,9,NW2 3DY,,Sealants
1,Jewson,9,NW2 3DY,,Timber
1,Jewson,9,NW2 3DY,,Wallboard
1,Jewson,9,NW2 3DY,,Joinery - Flooring
1,Jewson,10,W3 6LJ,,Aggregates
1,Jewson,10,W3 6LJ,,Blocks
1,Jewson,10,W3 6LJ,,Bricks
1,Jewson,10,W3 6LJ,,Building Chemicals
1,Jewson,10,W3 6LJ,,Cement
1,Jewson,10,W3 6LJ,,Cladding
1,Jewson,10,W3 6LJ,,Concrete 
1,Jewson,10,W3 6LJ,,Doors
1,Jewson,10,W3 6LJ,,Drainage
1,Jewson,10,W3 6LJ,,Fencing
1,Jewson,10,W3 6LJ,,Fire Boards
1,Jewson,10,W3 6LJ,,Flag & Kerb
1,Jewson,10,W3 6LJ,,Foundation
1,Jewson,10,W3 6LJ,,Insulation
1,Jewson,10,W3 6LJ,,Landscaping
1,Jewson,10,W3 6LJ,,Lintels
1,Jewson,10,W3 6LJ,,Metal Stud
1,Jewson,10,W3 6LJ,,Metalwork
1,Jewson,10,W3 6LJ,,Panel Products
1,Jewson,10,W3 6LJ,,Paving
1,Jewson,10,W3 6LJ,,Plaster
1,Jewson,10,W3 6LJ,,Roofing
1,Jewson,10,W3 6LJ,,Roofline
1,Jewson,10,W3 6LJ,,Sealants
1,Jewson,10,W3 6LJ,,Timber
1,Jewson,10,W3 6LJ,,Wallboard
1,Jewson,10,W3 6LJ,,Joinery - Flooring
1,Jewson,11,SE20 8RA,,Aggregates
1,Jewson,11,SE20 8RA,,Blocks
1,Jewson,11,SE20 8RA,,Bricks
1,Jewson,11,SE20 8RA,,Building Chemicals
1,Jewson,11,SE20 8RA,,Cement
1,Jewson,11,SE20 8RA,,Cladding
1,Jewson,11,SE20 8RA,,Concrete 
1,Jewson,11,SE20 8RA,,Doors
1,Jewson,11,SE20 8RA,,Drainage
1,Jewson,11,SE20 8RA,,Fencing
1,Jewson,11,SE20 8RA,,Fire Boards
1,Jewson,11,SE20 8RA,,Flag & Kerb
1,Jewson,11,SE20 8RA,,Foundation
1,Jewson,11,SE20 8RA,,Insulation
1,Jewson,11,SE20 8RA,,Landscaping
1,Jewson,11,SE20 8RA,,Lintels
1,Jewson,11,SE20 8RA,,Metal Stud
1,Jewson,11,SE20 8RA,,Metalwork
1,Jewson,11,SE20 8RA,,Panel Products
1,Jewson,11,SE20 8RA,,Paving
1,Jewson,11,SE20 8RA,,Plaster
1,Jewson,11,SE20 8RA,,Roofing
1,Jewson,11,SE20 8RA,,Roofline
1,Jewson,11,SE20 8RA,,Sealants
1,Jewson,11,SE20 8RA,,Timber
1,Jewson,11,SE20 8RA,,Wallboard
1,Jewson,11,SE20 8RA,,Joinery - Flooring
1,Jewson,12,HA0 1AB,,Aggregates
1,Jewson,12,HA0 1AB,,Blocks
1,Jewson,12,HA0 1AB,,Bricks
1,Jewson,12,HA0 1AB,,Building Chemicals
1,Jewson,12,HA0 1AB,,Cement
1,Jewson,12,HA0 1AB,,Cladding
1,Jewson,12,HA0 1AB,,Concrete 
1,Jewson,12,HA0 1AB,,Doors
1,Jewson,12,HA0 1AB,,Drainage
1,Jewson,12,HA0 1AB,,Fencing
1,Jewson,12,HA0 1AB,,Fire Boards
1,Jewson,12,HA0 1AB,,Flag & Kerb
1,Jewson,12,HA0 1AB,,Foundation
1,Jewson,12,HA0 1AB,,Insulation
1,Jewson,12,HA0 1AB,,Landscaping
1,Jewson,12,HA0 1AB,,Lintels
1,Jewson,12,HA0 1AB,,Metal Stud
1,Jewson,12,HA0 1AB,,Metalwork
1,Jewson,12,HA0 1AB,,Panel Products
1,Jewson,12,HA0 1AB,,Paving
1,Jewson,12,HA0 1AB,,Plaster
1,Jewson,12,HA0 1AB,,Roofing
1,Jewson,12,HA0 1AB,,Roofline
1,Jewson,12,HA0 1AB,,Sealants
1,Jewson,12,HA0 1AB,,Timber
1,Jewson,12,HA0 1AB,,Wallboard
1,Jewson,12,HA0 1AB,,Joinery - Flooring
1,Jewson,13,CR0 4TE,,Aggregates
1,Jewson,13,CR0 4TE,,Blocks
1,Jewson,13,CR0 4TE,,Bricks
1,Jewson,13,CR0 4TE,,Building Chemicals
1,Jewson,13,CR0 4TE,,Cement
1,Jewson,13,CR0 4TE,,Cladding
1,Jewson,13,CR0 4TE,,Concrete 
1,Jewson,13,CR0 4TE,,Doors
1,Jewson,13,CR0 4TE,,Drainage
1,Jewson,13,CR0 4TE,,Fencing
1,Jewson,13,CR0 4TE,,Fire Boards
1,Jewson,13,CR0 4TE,,Flag & Kerb
1,Jewson,13,CR0 4TE,,Foundation
1,Jewson,13,CR0 4TE,,Insulation
1,Jewson,13,CR0 4TE,,Landscaping
1,Jewson,13,CR0 4TE,,Lintels
1,Jewson,13,CR0 4TE,,Metal Stud
1,Jewson,13,CR0 4TE,,Metalwork
1,Jewson,13,CR0 4TE,,Panel Products
1,Jewson,13,CR0 4TE,,Paving
1,Jewson,13,CR0 4TE,,Plaster
1,Jewson,13,CR0 4TE,,Roofing
1,Jewson,13,CR0 4TE,,Roofline
1,Jewson,13,CR0 4TE,,Sealants
1,Jewson,13,CR0 4TE,,Timber
1,Jewson,13,CR0 4TE,,Wallboard
1,Jewson,13,CR0 4TE,,Joinery - Flooring
1,Jewson,14,CR0 6AA,,Aggregates
1,Jewson,14,CR0 6AA,,Blocks
1,Jewson,14,CR0 6AA,,Bricks
1,Jewson,14,CR0 6AA,,Building Chemicals
1,Jewson,14,CR0 6AA,,Cement
1,Jewson,14,CR0 6AA,,Cladding
1,Jewson,14,CR0 6AA,,Concrete 
1,Jewson,14,CR0 6AA,,Doors
1,Jewson,14,CR0 6AA,,Drainage
1,Jewson,14,CR0 6AA,,Fencing
1,Jewson,14,CR0 6AA,,Fire Boards
1,Jewson,14,CR0 6AA,,Flag & Kerb
1,Jewson,14,CR0 6AA,,Foundation
1,Jewson,14,CR0 6AA,,Insulation
1,Jewson,14,CR0 6AA,,Landscaping
1,Jewson,14,CR0 6AA,,Lintels
1,Jewson,14,CR0 6AA,,Metal Stud
1,Jewson,14,CR0 6AA,,Metalwork
1,Jewson,14,CR0 6AA,,Panel Products
1,Jewson,14,CR0 6AA,,Paving
1,Jewson,14,CR0 6AA,,Plaster
1,Jewson,14,CR0 6AA,,Roofing
1,Jewson,14,CR0 6AA,,Roofline
1,Jewson,14,CR0 6AA,,Sealants
1,Jewson,14,CR0 6AA,,Timber
1,Jewson,14,CR0 6AA,,Wallboard
1,Jewson,14,CR0 6AA,,Joinery - Flooring
1,Jewson,15,SE9 4EN,,Aggregates
1,Jewson,15,SE9 4EN,,Blocks
1,Jewson,15,SE9 4EN,,Bricks
1,Jewson,15,SE9 4EN,,Building Chemicals
1,Jewson,15,SE9 4EN,,Cement
1,Jewson,15,SE9 4EN,,Cladding
1,Jewson,15,SE9 4EN,,Concrete 
1,Jewson,15,SE9 4EN,,Doors
1,Jewson,15,SE9 4EN,,Drainage
1,Jewson,15,SE9 4EN,,Fencing
1,Jewson,15,SE9 4EN,,Fire Boards
1,Jewson,15,SE9 4EN,,Flag & Kerb
1,Jewson,15,SE9 4EN,,Foundation
1,Jewson,15,SE9 4EN,,Insulation
1,Jewson,15,SE9 4EN,,Landscaping
1,Jewson,15,SE9 4EN,,Lintels
1,Jewson,15,SE9 4EN,,Metal Stud
1,Jewson,15,SE9 4EN,,Metalwork
1,Jewson,15,SE9 4EN,,Panel Products
1,Jewson,15,SE9 4EN,,Paving
1,Jewson,15,SE9 4EN,,Plaster
1,Jewson,15,SE9 4EN,,Roofing
1,Jewson,15,SE9 4EN,,Roofline
1,Jewson,15,SE9 4EN,,Sealants
1,Jewson,15,SE9 4EN,,Timber
1,Jewson,15,SE9 4EN,,Wallboard
1,Jewson,15,SE9 4EN,,Joinery - Flooring
1,Jewson,16,KT3 3NE,,Aggregates
1,Jewson,16,KT3 3NE,,Blocks
1,Jewson,16,KT3 3NE,,Bricks
1,Jewson,16,KT3 3NE,,Building Chemicals
1,Jewson,16,KT3 3NE,,Cement
1,Jewson,16,KT3 3NE,,Cladding
1,Jewson,16,KT3 3NE,,Concrete 
1,Jewson,16,KT3 3NE,,Doors
1,Jewson,16,KT3 3NE,,Drainage
1,Jewson,16,KT3 3NE,,Fencing
1,Jewson,16,KT3 3NE,,Fire Boards
1,Jewson,16,KT3 3NE,,Flag & Kerb
1,Jewson,16,KT3 3NE,,Foundation
1,Jewson,16,KT3 3NE,,Insulation
1,Jewson,16,KT3 3NE,,Landscaping
1,Jewson,16,KT3 3NE,,Lintels
1,Jewson,16,KT3 3NE,,Metal Stud
1,Jewson,16,KT3 3NE,,Metalwork
1,Jewson,16,KT3 3NE,,Panel Products
1,Jewson,16,KT3 3NE,,Paving
1,Jewson,16,KT3 3NE,,Plaster
1,Jewson,16,KT3 3NE,,Roofing
1,Jewson,16,KT3 3NE,,Roofline
1,Jewson,16,KT3 3NE,,Sealants
1,Jewson,16,KT3 3NE,,Timber
1,Jewson,16,KT3 3NE,,Wallboard
1,Jewson,16,KT3 3NE,,Joinery - Flooring
1,Jewson,17,BR4 0JE,,Aggregates
1,Jewson,17,BR4 0JE,,Blocks
1,Jewson,17,BR4 0JE,,Bricks
1,Jewson,17,BR4 0JE,,Building Chemicals
1,Jewson,17,BR4 0JE,,Cement
1,Jewson,17,BR4 0JE,,Cladding
1,Jewson,17,BR4 0JE,,Concrete 
1,Jewson,17,BR4 0JE,,Doors
1,Jewson,17,BR4 0JE,,Drainage
1,Jewson,17,BR4 0JE,,Fencing
1,Jewson,17,BR4 0JE,,Fire Boards
1,Jewson,17,BR4 0JE,,Flag & Kerb
1,Jewson,17,BR4 0JE,,Foundation
1,Jewson,17,BR4 0JE,,Insulation
1,Jewson,17,BR4 0JE,,Landscaping
1,Jewson,17,BR4 0JE,,Lintels
1,Jewson,17,BR4 0JE,,Metal Stud
1,Jewson,17,BR4 0JE,,Metalwork
1,Jewson,17,BR4 0JE,,Panel Products
1,Jewson,17,BR4 0JE,,Paving
1,Jewson,17,BR4 0JE,,Plaster
1,Jewson,17,BR4 0JE,,Roofing
1,Jewson,17,BR4 0JE,,Roofline
1,Jewson,17,BR4 0JE,,Sealants
1,Jewson,17,BR4 0JE,,Timber
1,Jewson,17,BR4 0JE,,Wallboard
1,Jewson,17,BR4 0JE,,Joinery - Flooring
1,Jewson,18,HA4 6RE,,Aggregates
1,Jewson,18,HA4 6RE,,Blocks
1,Jewson,18,HA4 6RE,,Bricks
1,Jewson,18,HA4 6RE,,Building Chemicals
1,Jewson,18,HA4 6RE,,Cement
1,Jewson,18,HA4 6RE,,Cladding
1,Jewson,18,HA4 6RE,,Concrete 
1,Jewson,18,HA4 6RE,,Doors
1,Jewson,18,HA4 6RE,,Drainage
1,Jewson,18,HA4 6RE,,Fencing
1,Jewson,18,HA4 6RE,,Fire Boards
1,Jewson,18,HA4 6RE,,Flag & Kerb
1,Jewson,18,HA4 6RE,,Foundation
1,Jewson,18,HA4 6RE,,Insulation
1,Jewson,18,HA4 6RE,,Landscaping
1,Jewson,18,HA4 6RE,,Lintels
1,Jewson,18,HA4 6RE,,Metal Stud
1,Jewson,18,HA4 6RE,,Metalwork
1,Jewson,18,HA4 6RE,,Panel Products
1,Jewson,18,HA4 6RE,,Paving
1,Jewson,18,HA4 6RE,,Plaster
1,Jewson,18,HA4 6RE,,Roofing
1,Jewson,18,HA4 6RE,,Roofline
1,Jewson,18,HA4 6RE,,Sealants
1,Jewson,18,HA4 6RE,,Timber
1,Jewson,18,HA4 6RE,,Wallboard
1,Jewson,18,HA4 6RE,,Joinery - Flooring
1,Jewson,19,RM10 8AB,,Aggregates
1,Jewson,19,RM10 8AB,,Blocks
1,Jewson,19,RM10 8AB,,Bricks
1,Jewson,19,RM10 8AB,,Building Chemicals
1,Jewson,19,RM10 8AB,,Cement
1,Jewson,19,RM10 8AB,,Cladding
1,Jewson,19,RM10 8AB,,Concrete 
1,Jewson,19,RM10 8AB,,Doors
1,Jewson,19,RM10 8AB,,Drainage
1,Jewson,19,RM10 8AB,,Fencing
1,Jewson,19,RM10 8AB,,Fire Boards
1,Jewson,19,RM10 8AB,,Flag & Kerb
1,Jewson,19,RM10 8AB,,Foundation
1,Jewson,19,RM10 8AB,,Insulation
1,Jewson,19,RM10 8AB,,Landscaping
1,Jewson,19,RM10 8AB,,Lintels
1,Jewson,19,RM10 8AB,,Metal Stud
1,Jewson,19,RM10 8AB,,Metalwork
1,Jewson,19,RM10 8AB,,Panel Products
1,Jewson,19,RM10 8AB,,Paving
1,Jewson,19,RM10 8AB,,Plaster
1,Jewson,19,RM10 8AB,,Roofing
1,Jewson,19,RM10 8AB,,Roofline
1,Jewson,19,RM10 8AB,,Sealants
1,Jewson,19,RM10 8AB,,Timber
1,Jewson,19,RM10 8AB,,Wallboard
1,Jewson,19,RM10 8AB,,Joinery - Flooring
1,Jewson,20,KT10 0SW,,Aggregates
1,Jewson,20,KT10 0SW,,Blocks
1,Jewson,20,KT10 0SW,,Bricks
1,Jewson,20,KT10 0SW,,Building Chemicals
1,Jewson,20,KT10 0SW,,Cement
1,Jewson,20,KT10 0SW,,Cladding
1,Jewson,20,KT10 0SW,,Concrete 
1,Jewson,20,KT10 0SW,,Doors
1,Jewson,20,KT10 0SW,,Drainage
1,Jewson,20,KT10 0SW,,Fencing
1,Jewson,20,KT10 0SW,,Fire Boards
1,Jewson,20,KT10 0SW,,Flag & Kerb
1,Jewson,20,KT10 0SW,,Foundation
1,Jewson,20,KT10 0SW,,Insulation
1,Jewson,20,KT10 0SW,,Landscaping
1,Jewson,20,KT10 0SW,,Lintels
1,Jewson,20,KT10 0SW,,Metal Stud
1,Jewson,20,KT10 0SW,,Metalwork
1,Jewson,20,KT10 0SW,,Panel Products
1,Jewson,20,KT10 0SW,,Paving
1,Jewson,20,KT10 0SW,,Plaster
1,Jewson,20,KT10 0SW,,Roofing
1,Jewson,20,KT10 0SW,,Roofline
1,Jewson,20,KT10 0SW,,Sealants
1,Jewson,20,KT10 0SW,,Timber
1,Jewson,20,KT10 0SW,,Wallboard
1,Jewson,20,KT10 0SW,,Joinery - Flooring
1,Jewson,21,KT17 4AH,,Aggregates
1,Jewson,21,KT17 4AH,,Blocks
1,Jewson,21,KT17 4AH,,Bricks
1,Jewson,21,KT17 4AH,,Building Chemicals
1,Jewson,21,KT17 4AH,,Cement
1,Jewson,21,KT17 4AH,,Cladding
1,Jewson,21,KT17 4AH,,Concrete 
1,Jewson,21,KT17 4AH,,Doors
1,Jewson,21,KT17 4AH,,Drainage
1,Jewson,21,KT17 4AH,,Fencing
1,Jewson,21,KT17 4AH,,Fire Boards
1,Jewson,21,KT17 4AH,,Flag & Kerb
1,Jewson,21,KT17 4AH,,Foundation
1,Jewson,21,KT17 4AH,,Insulation
1,Jewson,21,KT17 4AH,,Landscaping
1,Jewson,21,KT17 4AH,,Lintels
1,Jewson,21,KT17 4AH,,Metal Stud
1,Jewson,21,KT17 4AH,,Metalwork
1,Jewson,21,KT17 4AH,,Panel Products
1,Jewson,21,KT17 4AH,,Paving
1,Jewson,21,KT17 4AH,,Plaster
1,Jewson,21,KT17 4AH,,Roofing
1,Jewson,21,KT17 4AH,,Roofline
1,Jewson,21,KT17 4AH,,Sealants
1,Jewson,21,KT17 4AH,,Timber
1,Jewson,21,KT17 4AH,,Wallboard
1,Jewson,21,KT17 4AH,,Joinery - Flooring
1,Jewson,22,CR5 2HR,,Aggregates
1,Jewson,22,CR5 2HR,,Blocks
1,Jewson,22,CR5 2HR,,Bricks
1,Jewson,22,CR5 2HR,,Building Chemicals
1,Jewson,22,CR5 2HR,,Cement
1,Jewson,22,CR5 2HR,,Cladding
1,Jewson,22,CR5 2HR,,Concrete 
1,Jewson,22,CR5 2HR,,Doors
1,Jewson,22,CR5 2HR,,Drainage
1,Jewson,22,CR5 2HR,,Fencing
1,Jewson,22,CR5 2HR,,Fire Boards
1,Jewson,22,CR5 2HR,,Flag & Kerb
1,Jewson,22,CR5 2HR,,Foundation
1,Jewson,22,CR5 2HR,,Insulation
1,Jewson,22,CR5 2HR,,Landscaping
1,Jewson,22,CR5 2HR,,Lintels
1,Jewson,22,CR5 2HR,,Metal Stud
1,Jewson,22,CR5 2HR,,Metalwork
1,Jewson,22,CR5 2HR,,Panel Products
1,Jewson,22,CR5 2HR,,Paving
1,Jewson,22,CR5 2HR,,Plaster
1,Jewson,22,CR5 2HR,,Roofing
1,Jewson,22,CR5 2HR,,Roofline
1,Jewson,22,CR5 2HR,,Sealants
1,Jewson,22,CR5 2HR,,Timber
1,Jewson,22,CR5 2HR,,Wallboard
